Indicator Name,Income Group,Year,Median,Lower Bound,Upper Bound,Count
UHC (Infectious Disease),High-income countries,2014,99,90.10546238,107.8945376,63
UHC (Infectious Disease),Low-income countries,2014,33,15.89350246,50.10649754,25
UHC (Infectious Disease),Lower-middle-income countries,2014,66.5,42.42379445,90.57620555,50
UHC (Infectious Disease),Upper-middle-income countries,2014,88,72.96128676,103.0387132,53
UHC (Infectious Disease),High-income countries,2015,99,94.19862033,103.8013797,63
UHC (Infectious Disease),Low-income countries,2015,34,18.14772497,49.85227503,25
UHC (Infectious Disease),Lower-middle-income countries,2015,67,43.33571401,90.66428599,50
UHC (Infectious Disease),Upper-middle-income countries,2015,88,72.37751771,103.6224823,53
UHC (Infectious Disease),High-income countries,2016,99,96.44382967,101.5561703,63
UHC (Infectious Disease),Low-income countries,2016,33,16.52695261,49.47304739,25
UHC (Infectious Disease),Lower-middle-income countries,2016,65.5,41.47736267,89.52263733,50
UHC (Infectious Disease),Upper-middle-income countries,2016,89,75.34190956,102.6580904,53
UHC (Infectious Disease),High-income countries,2017,99,95.7195975,102.2804025,63
UHC (Infectious Disease),Low-income countries,2017,38,17.45326184,58.54673816,25
UHC (Infectious Disease),Lower-middle-income countries,2017,62.5,40.12847738,84.87152262,50
UHC (Infectious Disease),Upper-middle-income countries,2017,90,76.1264246,103.8735754,53
UHC (Infectious Disease),High-income countries,2018,99,95.877501,102.122499,63
UHC (Infectious Disease),Low-income countries,2018,35,13.58264195,56.41735805,25
UHC (Infectious Disease),Lower-middle-income countries,2018,63,41.60552865,84.39447135,50
UHC (Infectious Disease),Upper-middle-income countries,2018,90,76.4340356,103.5659644,53
UHC (Infectious Disease),High-income countries,2019,99,94.12460345,103.8753966,63
UHC (Infectious Disease),Low-income countries,2019,34,12.48044766,55.51955234,25
UHC (Infectious Disease),Lower-middle-income countries,2019,65,42.6114005,87.3885995,50
UHC (Infectious Disease),Upper-middle-income countries,2019,91,77.16181162,104.8381884,53
UHC (Infectious Disease),High-income countries,2020,99,94.67870865,103.3212913,63
UHC (Infectious Disease),Low-income countries,2020,39,20.22642033,57.77357967,25
UHC (Infectious Disease),Lower-middle-income countries,2020,69,45.57236947,92.42763053,50
UHC (Infectious Disease),Upper-middle-income countries,2020,92,78.10719036,105.8928096,53
UHC (Infectious Disease),High-income countries,2021,99,94.24295663,103.7570434,63
UHC (Infectious Disease),Low-income countries,2021,36.5,17.99131478,55.00868522,25
UHC (Infectious Disease),Lower-middle-income countries,2021,71.5,47.30957215,95.69042785,50
UHC (Infectious Disease),Upper-middle-income countries,2021,92.5,77.88277478,107.1172252,53
UHC (Infectious Disease),High-income countries,2022,99,94.43205077,103.5679492,63
UHC (Infectious Disease),Low-income countries,2022,35.5,15.14904085,55.85095915,25
UHC (Infectious Disease),Lower-middle-income countries,2022,70,45.26181115,94.73818885,50
UHC (Infectious Disease),Upper-middle-income countries,2022,93,77.69613536,108.3038646,53
UHC (Infectious Disease),High-income countries,2023,99,94.25663925,103.7433607,63
UHC (Infectious Disease),Low-income countries,2023,41.5,21.7456626,61.2543374,25
UHC (Infectious Disease),Lower-middle-income countries,2023,70,45.54293077,94.45706923,50
UHC (Infectious Disease),Upper-middle-income countries,2023,92,76.5960064,107.4039936,53
UHC (RMNCH),High-income countries,2000,84,74.9755088,93.0244912,63
UHC (RMNCH),Low-income countries,2000,41,25.16912866,56.83087134,25
UHC (RMNCH),Lower-middle-income countries,2000,65,52.48345072,77.51654928,50
UHC (RMNCH),Upper-middle-income countries,2000,71.5,60.46594156,82.53405844,53
UHC (RMNCH),High-income countries,2001,85,76.15066043,93.84933957,63
UHC (RMNCH),Low-income countries,2001,42,26.56643684,57.43356316,25
UHC (RMNCH),Lower-middle-income countries,2001,65,52.89386803,77.10613197,50
UHC (RMNCH),Upper-middle-income countries,2001,72,61.24055777,82.75944223,53
UHC (RMNCH),High-income countries,2002,82,73.41143426,90.58856574,63
UHC (RMNCH),Low-income countries,2002,43,27.82600909,58.17399091,25
UHC (RMNCH),Lower-middle-income countries,2002,66,53.56686972,78.43313028,50
UHC (RMNCH),Upper-middle-income countries,2002,71,60.02622873,81.97377127,53
UHC (RMNCH),High-income countries,2003,84,75.47921126,92.52078874,63
UHC (RMNCH),Low-income countries,2003,44,28.89204603,59.10795397,25
UHC (RMNCH),Lower-middle-income countries,2003,65,52.02327907,77.97672093,50
UHC (RMNCH),Upper-middle-income countries,2003,72,61.41766851,82.58233149,53
UHC (RMNCH),High-income countries,2004,82,73.32658832,90.67341168,63
UHC (RMNCH),Low-income countries,2004,45,29.91336145,60.08663855,25
UHC (RMNCH),Lower-middle-income countries,2004,66,52.41750999,79.58249001,50
UHC (RMNCH),Upper-middle-income countries,2004,73,61.88059619,84.11940381,53
UHC (RMNCH),High-income countries,2005,82.5,73.97496146,91.02503854,63
UHC (RMNCH),Low-income countries,2005,46,31.13276787,60.86723213,25
UHC (RMNCH),Lower-middle-income countries,2005,66,52.06655185,79.93344815,50
UHC (RMNCH),Upper-middle-income countries,2005,72,61.13825624,82.86174376,53
UHC (RMNCH),High-income countries,2006,81,72.5436702,89.4563298,63
UHC (RMNCH),Low-income countries,2006,46,31.4455878,60.5544122,25
UHC (RMNCH),Lower-middle-income countries,2006,66,52.02980566,79.97019434,50
UHC (RMNCH),Upper-middle-income countries,2006,71.5,60.38528073,82.61471927,53
UHC (RMNCH),High-income countries,2007,80,69.42604565,90.57395435,63
UHC (RMNCH),Low-income countries,2007,46,31.99119567,60.00880433,25
UHC (RMNCH),Lower-middle-income countries,2007,66.5,52.99366688,80.00633312,50
UHC (RMNCH),Upper-middle-income countries,2007,72,62.26082386,81.73917614,53
UHC (RMNCH),High-income countries,2008,80,69.28682545,90.71317455,63
UHC (RMNCH),Low-income countries,2008,48,33.77023692,62.22976308,25
UHC (RMNCH),Lower-middle-income countries,2008,66.5,53.24286712,79.75713288,50
UHC (RMNCH),Upper-middle-income countries,2008,73,61.88356834,84.11643166,53
UHC (RMNCH),High-income countries,2009,80,69.33805164,90.66194836,63
UHC (RMNCH),Low-income countries,2009,50,36.73968713,63.26031287,25
UHC (RMNCH),Lower-middle-income countries,2009,67,54.96576153,79.03423847,50
UHC (RMNCH),Upper-middle-income countries,2009,74,60.38548302,87.61451698,53
UHC (RMNCH),High-income countries,2010,81,70.4257967,91.5742033,63
UHC (RMNCH),Low-income countries,2010,51,37.41849998,64.58150002,25
UHC (RMNCH),Lower-middle-income countries,2010,66,54.3365661,77.6634339,50
UHC (RMNCH),Upper-middle-income countries,2010,74,60.59303889,87.40696111,53
UHC (RMNCH),High-income countries,2011,81,70.54065207,91.45934793,63
UHC (RMNCH),Low-income countries,2011,52,38.44344591,65.55655409,25
UHC (RMNCH),Lower-middle-income countries,2011,66,53.27062413,78.72937587,50
UHC (RMNCH),Upper-middle-income countries,2011,74,61.43871338,86.56128662,53
UHC (RMNCH),High-income countries,2012,81,71.05818273,90.94181727,63
UHC (RMNCH),Low-income countries,2012,52,38.11992978,65.88007022,25
UHC (RMNCH),Lower-middle-income countries,2012,66,53.82713927,78.17286073,50
UHC (RMNCH),Upper-middle-income countries,2012,71,58.16664625,83.83335375,53
UHC (RMNCH),High-income countries,2013,81,71.08256306,90.91743694,63
UHC (RMNCH),Low-income countries,2013,52.5,38.01006865,66.98993135,25
UHC (RMNCH),Lower-middle-income countries,2013,66,53.3584881,78.6415119,50
UHC (RMNCH),Upper-middle-income countries,2013,71,58.24777872,83.75222128,53
UHC (RMNCH),High-income countries,2014,81,71.31851502,90.68148498,63
UHC (RMNCH),Low-income countries,2014,49,34.15238696,63.84761304,25
UHC (RMNCH),Lower-middle-income countries,2014,66,54.20065723,77.79934277,50
UHC (RMNCH),Upper-middle-income countries,2014,71,58.37614901,83.62385099,53
UHC (RMNCH),High-income countries,2015,82,73.0366004,90.9633996,63
UHC (RMNCH),Low-income countries,2015,49,34.3877353,63.6122647,25
UHC (RMNCH),Lower-middle-income countries,2015,67,55.13028239,78.86971761,50
UHC (RMNCH),Upper-middle-income countries,2015,70,57.06928591,82.93071409,53
UHC (RMNCH),High-income countries,2016,83,74.4260201,91.5739799,63
UHC (RMNCH),Low-income countries,2016,51,36.45958543,65.54041457,25
UHC (RMNCH),Lower-middle-income countries,2016,67,55.08319753,78.91680247,50
UHC (RMNCH),Upper-middle-income countries,2016,71,58.54612551,83.45387449,53
UHC (RMNCH),High-income countries,2017,82.5,74.0274901,90.9725099,63
UHC (RMNCH),Low-income countries,2017,54,39.5556881,68.4443119,25
UHC (RMNCH),Lower-middle-income countries,2017,68.5,56.38100465,80.61899535,50
UHC (RMNCH),Upper-middle-income countries,2017,71,58.6925743,83.3074257,53
UHC (RMNCH),High-income countries,2018,83,74.50814927,91.49185073,63
UHC (RMNCH),Low-income countries,2018,55,40.26944511,69.73055489,25
UHC (RMNCH),Lower-middle-income countries,2018,69,56.87007584,81.12992416,50
UHC (RMNCH),Upper-middle-income countries,2018,71,58.70388294,83.29611706,53
UHC (RMNCH),High-income countries,2019,82,73.13592919,90.86407081,63
UHC (RMNCH),Low-income countries,2019,55,40.12896159,69.87103841,25
UHC (RMNCH),Lower-middle-income countries,2019,68,55.89697289,80.10302711,50
UHC (RMNCH),Upper-middle-income countries,2019,71.5,58.92206684,84.07793316,53
UHC (RMNCH),High-income countries,2020,83,74.32304929,91.67695071,63
UHC (RMNCH),Low-income countries,2020,56,40.69558654,71.30441346,25
UHC (RMNCH),Lower-middle-income countries,2020,68,56.01943212,79.98056788,50
UHC (RMNCH),Upper-middle-income countries,2020,71,58.68380419,83.31619581,53
UHC (RMNCH),High-income countries,2021,82.5,74.12196502,90.87803498,63
UHC (RMNCH),Low-income countries,2021,56.5,41.08304376,71.91695624,25
UHC (RMNCH),Lower-middle-income countries,2021,67.5,55.61309995,79.38690005,50
UHC (RMNCH),Upper-middle-income countries,2021,71,58.79469554,83.20530446,53
UHC (RMNCH),High-income countries,2022,83,74.67310204,91.32689796,63
UHC (RMNCH),Low-income countries,2022,55.5,40.67818655,70.32181345,25
UHC (RMNCH),Lower-middle-income countries,2022,68,56.30578275,79.69421725,50
UHC (RMNCH),Upper-middle-income countries,2022,72,59.81861803,84.18138197,53
UHC (RMNCH),High-income countries,2023,82.5,74.30039792,90.69960208,63
UHC (RMNCH),Low-income countries,2023,55.5,40.05003112,70.94996888,25
UHC (RMNCH),Lower-middle-income countries,2023,68,56.44264092,79.55735908,50
UHC (RMNCH),Upper-middle-income countries,2023,72,60.03624851,83.96375149,53
Current Health Expenditure (CHE),High-income countries,2000,7.15,4.788219357,9.511780643,64
Current Health Expenditure (CHE),Low-income countries,2000,4.14,2.38636945,5.89363055,24
Current Health Expenditure (CHE),Lower-middle-income countries,2000,4.765,2.496145098,7.033854902,50
Current Health Expenditure (CHE),Upper-middle-income countries,2000,5.27,3.212159625,7.327840375,53
Current Health Expenditure (CHE),High-income countries,2001,7.43,4.945461536,9.914538464,64
Current Health Expenditure (CHE),Low-income countries,2001,4.17,2.539684381,5.800315619,24
Current Health Expenditure (CHE),Lower-middle-income countries,2001,4.885,2.596066695,7.173933305,50
Current Health Expenditure (CHE),Upper-middle-income countries,2001,5.62,3.712492702,7.527507298,53
Current Health Expenditure (CHE),High-income countries,2002,7.68,5.111537475,10.24846253,64
Current Health Expenditure (CHE),Low-income countries,2002,4.105,2.234444658,5.975555342,24
Current Health Expenditure (CHE),Lower-middle-income countries,2002,5.225,2.955023787,7.494976213,50
Current Health Expenditure (CHE),Upper-middle-income countries,2002,5.735,3.996232931,7.473767069,53
Current Health Expenditure (CHE),High-income countries,2003,7.845,5.205768518,10.48423148,64
Current Health Expenditure (CHE),Low-income countries,2003,4.3,2.543390668,6.056609332,24
Current Health Expenditure (CHE),Lower-middle-income countries,2003,5.2,2.89497428,7.50502572,50
Current Health Expenditure (CHE),Upper-middle-income countries,2003,5.48,3.799982357,7.160017643,53
Current Health Expenditure (CHE),High-income countries,2004,8,5.251182858,10.74881714,64
Current Health Expenditure (CHE),Low-income countries,2004,4.455,2.667605184,6.242394816,24
Current Health Expenditure (CHE),Lower-middle-income countries,2004,5.46,2.817516177,8.102483823,50
Current Health Expenditure (CHE),Upper-middle-income countries,2004,5.425,3.689100983,7.160899017,53
Current Health Expenditure (CHE),High-income countries,2005,8.005,5.181086651,10.82891335,64
Current Health Expenditure (CHE),Low-income countries,2005,4.32,2.507164241,6.132835759,24
Current Health Expenditure (CHE),Lower-middle-income countries,2005,5.24,1.960980389,8.519019611,50
Current Health Expenditure (CHE),Upper-middle-income countries,2005,5.41,3.683597488,7.136402512,53
Current Health Expenditure (CHE),High-income countries,2006,7.78,5.005165767,10.55483423,64
Current Health Expenditure (CHE),Low-income countries,2006,4.9,3.131480488,6.668519512,24
Current Health Expenditure (CHE),Lower-middle-income countries,2006,5.16,1.869335877,8.450664123,50
Current Health Expenditure (CHE),Upper-middle-income countries,2006,5.28,3.347419461,7.212580539,53
Current Health Expenditure (CHE),High-income countries,2007,7.375,4.531713145,10.21828686,64
Current Health Expenditure (CHE),Low-income countries,2007,4.62,2.924339939,6.315660061,24
Current Health Expenditure (CHE),Lower-middle-income countries,2007,4.86,1.997932282,7.722067718,50
Current Health Expenditure (CHE),Upper-middle-income countries,2007,5.54,3.586444836,7.493555164,53
Current Health Expenditure (CHE),High-income countries,2008,7.64,4.704382982,10.57561702,64
Current Health Expenditure (CHE),Low-income countries,2008,4.68,3.075854909,6.284145091,24
Current Health Expenditure (CHE),Lower-middle-income countries,2008,4.725,1.475065415,7.974934585,50
Current Health Expenditure (CHE),Upper-middle-income countries,2008,5.66,3.555190398,7.764809602,53
Current Health Expenditure (CHE),High-income countries,2009,7.92,5.02382025,10.81617975,64
Current Health Expenditure (CHE),Low-income countries,2009,5.06,3.280144336,6.839855664,24
Current Health Expenditure (CHE),Lower-middle-income countries,2009,4.8,1.374599023,8.225400977,50
Current Health Expenditure (CHE),Upper-middle-income countries,2009,5.7,3.594153964,7.805846036,53
Current Health Expenditure (CHE),High-income countries,2010,7.9,4.933309839,10.86669016,64
Current Health Expenditure (CHE),Low-income countries,2010,4.99,2.893782447,7.086217553,24
Current Health Expenditure (CHE),Lower-middle-income countries,2010,4.57,1.30865614,7.83134386,50
Current Health Expenditure (CHE),Upper-middle-income countries,2010,5.91,3.827836437,7.992163563,53
Current Health Expenditure (CHE),High-income countries,2011,7.85,4.796939809,10.90306019,64
Current Health Expenditure (CHE),Low-income countries,2011,4.99,3.065247174,6.914752826,24
Current Health Expenditure (CHE),Lower-middle-income countries,2011,4.755,2.154097072,7.355902928,50
Current Health Expenditure (CHE),Upper-middle-income countries,2011,5.895,3.427266567,8.362733433,53
Current Health Expenditure (CHE),High-income countries,2012,7.54,4.543944063,10.53605594,64
Current Health Expenditure (CHE),Low-income countries,2012,5.02,3.296152339,6.743847661,24
Current Health Expenditure (CHE),Lower-middle-income countries,2012,4.88,2.428470469,7.331529531,50
Current Health Expenditure (CHE),Upper-middle-income countries,2012,6.09,3.599835982,8.580164018,53
Current Health Expenditure (CHE),High-income countries,2013,7.465,4.566507804,10.3634922,64
Current Health Expenditure (CHE),Low-income countries,2013,4.79,2.993228379,6.586771621,24
Current Health Expenditure (CHE),Lower-middle-income countries,2013,4.745,2.18259342,7.30740658,50
Current Health Expenditure (CHE),Upper-middle-income countries,2013,5.7,3.193567463,8.206432537,53
Current Health Expenditure (CHE),High-income countries,2014,7.04,4.210886763,9.869113237,64
Current Health Expenditure (CHE),Low-income countries,2014,4.79,2.17032252,7.40967748,24
Current Health Expenditure (CHE),Lower-middle-income countries,2014,4.81,2.40314496,7.21685504,50
Current Health Expenditure (CHE),Upper-middle-income countries,2014,5.635,3.126274172,8.143725828,53
Current Health Expenditure (CHE),High-income countries,2015,7.08,4.306884189,9.853115811,64
Current Health Expenditure (CHE),Low-income countries,2015,5.08,2.789190831,7.370809169,24
Current Health Expenditure (CHE),Lower-middle-income countries,2015,4.76,2.481433629,7.038566371,50
Current Health Expenditure (CHE),Upper-middle-income countries,2015,6.085,3.38208514,8.78791486,53
Current Health Expenditure (CHE),High-income countries,2016,7.33,4.69590184,9.96409816,64
Current Health Expenditure (CHE),Low-income countries,2016,5.33,3.076882947,7.583117053,24
Current Health Expenditure (CHE),Lower-middle-income countries,2016,4.755,2.308579338,7.201420662,50
Current Health Expenditure (CHE),Upper-middle-income countries,2016,5.95,3.07006896,8.82993104,53
Current Health Expenditure (CHE),High-income countries,2017,7.17,4.532168228,9.807831772,64
Current Health Expenditure (CHE),Low-income countries,2017,5.27,1.681787131,8.858212869,24
Current Health Expenditure (CHE),Lower-middle-income countries,2017,4.41,1.930311458,6.889688542,50
Current Health Expenditure (CHE),Upper-middle-income countries,2017,5.79,2.469142124,9.110857876,53
Current Health Expenditure (CHE),High-income countries,2018,7.375,4.689242377,10.06075762,64
Current Health Expenditure (CHE),Low-income countries,2018,4.735,1.820760366,7.649239634,24
Current Health Expenditure (CHE),Lower-middle-income countries,2018,4.54,2.061329043,7.018670957,50
Current Health Expenditure (CHE),Upper-middle-income countries,2018,6.075,3.250762324,8.899237676,53
Current Health Expenditure (CHE),High-income countries,2019,7.49,4.765256818,10.21474318,64
Current Health Expenditure (CHE),Low-income countries,2019,5.13,2.321718313,7.938281687,24
Current Health Expenditure (CHE),Lower-middle-income countries,2019,4.47,1.211520443,7.728479557,50
Current Health Expenditure (CHE),Upper-middle-income countries,2019,5.99,2.740144356,9.239855644,53
Current Health Expenditure (CHE),High-income countries,2020,8.715,5.851949875,11.57805013,64
Current Health Expenditure (CHE),Low-income countries,2020,5.73,2.367726868,9.092273132,24
Current Health Expenditure (CHE),Lower-middle-income countries,2020,4.94,2.402481766,7.477518234,50
Current Health Expenditure (CHE),Upper-middle-income countries,2020,7.01,4.293728878,9.726271122,53
Current Health Expenditure (CHE),High-income countries,2021,8.87,6.00499451,11.73500549,64
Current Health Expenditure (CHE),Low-income countries,2021,5.62,1.674589778,9.565410222,24
Current Health Expenditure (CHE),Lower-middle-income countries,2021,4.935,2.456597384,7.413402616,50
Current Health Expenditure (CHE),Upper-middle-income countries,2021,7.06,4.044703602,10.0752964,53
Current Health Expenditure (CHE),High-income countries,2022,8.005,4.784625618,11.22537438,64
Current Health Expenditure (CHE),Low-income countries,2022,4.8,0.435253921,9.164746079,24
Current Health Expenditure (CHE),Lower-middle-income countries,2022,4.67,2.182067076,7.157932924,50
Current Health Expenditure (CHE),Upper-middle-income countries,2022,6.97,3.675161467,10.26483853,53
Current Health Expenditure (CHE),High-income countries,2023,7.92,4.854040939,10.98595906,64
Current Health Expenditure (CHE),Low-income countries,2023,5,1.47213001,8.52786999,24
Current Health Expenditure (CHE),Lower-middle-income countries,2023,4.56,1.932672826,7.187327174,50
Current Health Expenditure (CHE),Upper-middle-income countries,2023,6.5,2.883548192,10.11645181,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2000,72.64,58.36538902,86.91461098,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2000,29.4,11.30806053,47.49193947,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2000,52.485,34.68858469,70.28141531,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2000,53.53,36.10629902,70.95370098,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2001,72.8,58.14807382,87.45192618,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2001,29.79,12.3404545,47.2395455,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2001,52.315,34.72477077,69.90522923,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2001,54.47,38.21330853,70.72669147,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2002,72.435,58.44679443,86.42320557,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2002,28.555,12.96068875,44.14931125,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2002,51.165,33.14486199,69.18513801,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2002,52.9,35.9248219,69.8751781,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2003,72.89,59.02500606,86.75499394,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2003,27,10.92878494,43.07121506,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2003,47.77,29.13946664,66.40053336,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2003,56.18,40.28211516,72.07788484,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2004,72.65,58.30938778,86.99061222,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2004,26.4,10.73963405,42.06036595,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2004,47.5,29.3857644,65.6142356,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2004,56.275,41.02863051,71.52136949,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2005,72.555,58.23287144,86.87712856,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2005,25.28,8.934173367,41.62582663,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2005,46.9,28.83246305,64.96753695,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2005,55.92,40.37226916,71.46773084,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2006,72.235,57.7237604,86.7462396,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2006,22.585,7.200074533,37.96992547,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2006,46.4,29.48365278,63.31634722,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2006,56.805,42.71191973,70.89808027,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2007,71.435,56.55570652,86.31429348,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2007,22.755,9.167814562,36.34218544,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2007,46.745,29.75938609,63.73061391,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2007,55.87,41.12030705,70.61969295,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2008,72.69,58.30931726,87.07068274,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2008,21.59,10.61110276,32.56889724,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2008,44.52,26.06646405,62.97353595,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2008,55.995,41.68821767,70.30178233,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2009,72.415,58.47502167,86.35497833,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2009,20.28,9.082295837,31.47770416,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2009,43.22,24.3908407,62.0491593,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2009,54.345,40.31383779,68.37616221,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2010,72.36,58.20695773,86.51304227,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2010,20.57,11.74976947,29.39023053,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2010,42.36,23.44426502,61.27573498,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2010,57.47,44.34120666,70.59879334,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2011,72.435,57.75306191,87.11693809,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2011,20.75,10.91403731,30.58596269,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2011,42.59,24.06861602,61.11138398,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2011,59.605,46.48417396,72.72582604,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2012,70.85,56.76582681,84.93417319,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2012,21.13,12.1227168,30.1372832,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2012,42.22,24.50540277,59.93459723,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2012,58.61,44.67666839,72.54333161,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2013,70.26,55.8312866,84.6887134,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2013,20.07,11.32669616,28.81330384,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2013,42.865,26.26626708,59.46373292,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2013,59.09,46.41237456,71.76762544,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2014,70.52,56.19414888,84.84585112,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2014,19.9,9.422546139,30.37745386,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2014,37.585,20.47354626,54.69645374,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2014,58.945,46.16084571,71.72915429,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2015,71.26,57.2946876,85.2253124,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2015,20.79,10.56954272,31.01045728,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2015,40.38,22.23195926,58.52804074,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2015,58.255,44.19635979,72.31364021,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2016,71.48,57.22753521,85.73246479,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2016,18.91,7.698036474,30.12196353,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2016,41.02,23.96650462,58.07349538,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2016,61.445,47.03687157,75.85312843,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2017,71.53,57.62164624,85.43835376,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2017,22.25,10.07584564,34.42415436,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2017,43.245,25.55339776,60.93660224,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2017,58.285,42.70431935,73.86568065,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2018,70.915,56.92147884,84.90852116,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2018,18.085,6.469329748,29.70067025,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2018,42.62,24.70567346,60.53432654,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2018,59.415,43.28340063,75.54659937,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2019,71.54,57.50224733,85.57775267,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2019,19.095,7.385612622,30.80438738,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2019,40.675,22.44789244,58.90210756,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2019,59.35,43.57911347,75.12088653,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2020,73.62,61.02973873,86.21026127,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2020,19.72,7.374005365,32.06599464,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2020,45.2,27.2862494,63.1137506,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2020,60.96,45.27199456,76.64800544,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2021,74.4,62.32232839,86.47767161,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2021,21.03,9.99917976,32.06082024,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2021,42.57,25.02746313,60.11253687,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2021,62.3,47.32076335,77.27923665,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2022,73.76,61.16254362,86.35745638,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2022,21.77,10.79378326,32.74621674,24
